text,labels
Concerns around HPV vaccine effectiveness.,0
Risk of cervical cancer perceived as being low,4
traditional medicine treatments and the use of natural remedies that have been used for generations are safer than modern medicine.; natural immunity,1
favor the idea of protecting their child from diseases using “homeo- pathic vaccines” as the conventional vaccines consisted of toxic ingredients,1
"Most of the concerns were regarding porcine content in vaccines, or their derivatives, being used to make vaccines.",3
"The first is a conspiracy involving the profiteering motive of all parties along the vaccination supply chain, including pharmaceutical companies, authorities, and physicians. The second conspiracy theory is the belief that vaccination is a Western conspiracy against Muslims or a form of anti-Muslim plot.",0
sharing of personal experience of using vaccines,5
all of the comments including government-related statements stood in unison that vaccines were ineffective.; it is found that the conspiracy theory still persisted – how the government was seen to be concerned about the profit making of pharmaceutical companies in vaccine sales,0
"Symmetrism stands for a way of talking about vaccines which, under the pretence of pluralism of views, treats doctors’ opinions and scientific arguments in the same way as anti-vaccine gossips and myths based on sensational reports.",0
"Common rights such as speech, assembly, or autonomy are being stripped from you! This claim attempts to hijack feelings of protection, vulnerability, and the sacred.",6
