text,labels
Ads claimed that chiropractors trained to treat these interruptions and misalignments “can cure the ‘flu’”.,[0. 0. 0. 0. 1. 0. 0.]
"A U.S. senator with a Christian Science background from California criticized vaccination, “de- nounc[ing] efforts of the old school physicians to set up what he terms a medical monopoly”",[1. 0. 0. 0. 0. 0. 0.]
"Conspiracy theories were another way to articulate distrust in the medical profession, with medical journals and speakers identified as deceptive through withholding information regarding the dangers of vaccination.",[1. 0. 1. 0. 0. 0. 0.]
"We do not know the effects of vaccination because of insufficient safety trials, both pre- and post-licence. The most common way this is expressed is by reference to aspects of the standard model of ‘good science’.",[1. 0. 0. 0. 0. 0. 0.]
The short-term nature of the trial ensures that potential links between the vaccine and long-term serious health problems will not be made. The true effects of vaccination therefore remain unknown.,[1. 0. 0. 0. 0. 0. 0.]
The risk statistics used in vaccine promotion are considered more than just inaccurate: they are seen as irrelevant.,[1. 0. 0. 0. 0. 0. 0.]
The impossibility of knowing what would have happened if society had taken a different path and not developed mass childhood vaccination.,[1. 0. 0. 0. 1. 0. 0.]
Mass vaccination being too concerned with the population level (one-size-fits-all),[0. 0. 0. 1. 0. 0. 0.]
Vaccination and biomedicine in general were contrasted with chiropractic medicine,[0. 0. 0. 0. 1. 0. 0.]
Advocate the development of a test to be administered to babies in order to screen out those with a ‘vulnerability’ or ‘immune fragility’ to vaccines and vaccine damage.,[1. 0. 1. 0. 0. 0. 0.]
"Mass vaccination ignoring individual characteristics, but also being not ‘social’ enough (…) problems of health and disease as social and cultural in nature, relating to broader structural inequalities of wealth, housing and education.",[0. 0. 0. 0. 1. 1. 0.]
Vaccination is constructed as the easy or natural choice rather than the result of weighing up of risks and benefits (…) to negatively contrast the usual passive acceptance of vaccination with the minority of parents who are ‘free thinkers’.,[0. 0. 1. 1. 0. 0. 1.]
The alternative to the disempowerment of vaccination and contemporary ‘quick fix’ healthcare is personal responsibility that results from taking a more holistic attitude to health.,[0. 0. 0. 1. 1. 0. 0.]
CDC or doctors in the pockets of big Pharma; big Pharma cover- ups; government cover ups of vaccine effects; physicians paid to vaccinate; vaccination policy is motivated by profit,[1. 0. 0. 0. 0. 0. 0.]
Homeopathy as an alternative to vaccines; homeopathy as an alternative to medicine; food as medicine,[0. 0. 0. 0. 1. 0. 0.]
Vaccination used to kill people; vaccination sterilizes people; vaccination of minorities/third world plot to depopulate,[1. 0. 1. 0. 0. 0. 0.]
Doctors are uneducated; links to PubMed or ‘‘scientific” articles; parents need to educate themselves; parents need to educate doctors and the public; links/testimony from health professionals against vaccines,[1. 0. 0. 0. 0. 0. 1.]
"Vaccines cause rashes, seizures; kids who are not vaccinated get less illness",[0. 0. 1. 0. 0. 0. 0.]
vaccines cause Sudden Infant Death Syndrome (SIDS),[0. 0. 1. 0. 0. 0. 0.]
"Additives in vaccines are dangerous; posts about mercury, aluminum etc; chemicals are dangerous",[0. 0. 1. 0. 0. 0. 0.]
Rise in number of vaccines cause of health problems; multiple simultaneous vaccines increase risk,[0. 0. 1. 0. 1. 0. 0.]
Parents have the right to choose,[0. 0. 0. 1. 0. 0. 0.]
Cannabis oil or marijuana effective at treating illness,[0. 0. 0. 0. 1. 0. 0.]
Claims that vaccines cause neurological problems including seizures and autism,[0. 0. 1. 0. 0. 0. 0.]
Vaccines have not been adequately tested for safety and efficacy via large-scale randomized control trials.,[1. 0. 0. 0. 0. 0. 0.]
Mistrust of vaccines,[1. 0. 1. 0. 0. 0. 0.]
New vaccine,[1. 0. 0. 0. 0. 0. 0.]
Metaphors about mistrust of new products,[1. 0. 0. 0. 0. 0. 0.]
Infertility fears,[0. 0. 1. 0. 0. 0. 0.]
Fear of parental disclosure (bills related to vaccination would be sent home),[0. 1. 0. 0. 0. 0. 0.]
Being smart,[0. 0. 0. 0. 1. 0. 0.]
Using condoms,[0. 0. 0. 0. 1. 0. 0.]
"Once a woman was sexually active, it was too late to benefit from vaccination.",[0. 1. 0. 0. 0. 0. 0.]
Stories about the negative impact after administering basic immunization,[0. 0. 1. 0. 0. 0. 1.]
Administering the vaccine in immunization was still in doubt for its halal status because a vaccine composition was made from pigs.,[0. 1. 0. 0. 0. 0. 0.]
Emergence of adverse events following immunization,[0. 0. 1. 0. 0. 0. 0.]
Big business behind the government’s policy required basic immunization. Every parent had the right to choose whether or not to give basic immunizations to their children.,[1. 0. 0. 1. 0. 0. 0.]
Health workers’ attitude that tended to be ignorant when administering vaccines to their children.,[1. 0. 0. 0. 0. 0. 0.]
Administering immunization was the same as adding disease to children.,[0. 0. 0. 0. 1. 0. 0.]
"Herbal medicines could replace immunization, exclusive breastfeeding, other strategies (putting a bit of honey on the baby’s palate), and letting children play in the environment.",[0. 0. 0. 0. 1. 0. 0.]
Peer pressure created a perception among the delaying mothers that they would put their children’s ability to speak at risk if they accepted the vaccine.,[0. 0. 1. 0. 0. 0. 0.]
"Perceived risk of vaccine side effects, especially related to speech development (…) wait until the child could speak fluently.",[0. 0. 1. 0. 0. 0. 0.]
Fear of other development disorders and that they did not want to risk their children developing any type of mental disorders by giving the MMR vaccine.,[0. 0. 1. 0. 0. 0. 0.]
Some did not understand the reasons for vaccinating against MMR.,[0. 0. 1. 0. 0. 0. 0.]
Doubted the effectiveness of the vaccine,[1. 0. 0. 0. 0. 0. 0.]
Negative experiences related to how they were received at the CHC (…) These experiences included how the mothers were greeted at the CHCs by the nurses and how they were addressed with information in regard to vaccination.,[1. 0. 0. 0. 0. 0. 0.]
"The mothers felt they were judged, had no chance of explaining their worries, and were denied the opportunity to get information about the vaccine.",[1. 0. 0. 0. 0. 0. 0.]
Feeling of resentment and the perceived lack of interest in what they had to say,[1. 0. 0. 0. 0. 0. 0.]
Little advice on managing post vaccination side effects,[1. 0. 0. 0. 0. 0. 0.]
Unfriendly vaccinators/LHWs,[1. 0. 0. 0. 0. 0. 0.]
Insufficient knowledge of technical skills:,[1. 0. 0. 0. 0. 0. 0.]
No refresher trainings to build counselling skills,[1. 0. 0. 0. 0. 0. 0.]
Religious/cultural hesitancy (local religious leaders suspicious of vaccines manufactured in foreign countries and mixing haram (forbidden in Islam) ingredients).,[0. 1. 0. 0. 0. 0. 0.]
Complaints about side effects focused on,[0. 0. 1. 0. 0. 0. 0.]
Alternatives to vaccination,[0. 0. 0. 0. 1. 0. 0.]
Critiques biomedicine,[1. 0. 0. 0. 0. 0. 0.]
Benefits of “natural” immunity,[0. 0. 0. 0. 1. 0. 0.]
Vaccination as an infringement of personal liberty,[0. 0. 0. 1. 0. 0. 0.]
Parental choice narratives,[0. 0. 0. 1. 0. 0. 1.]
Vaccines as government overreach,[0. 0. 0. 1. 0. 0. 0.]
Specific conspiracy theories or conveys a broader “search for truth.”: Antivaccine “expert” opinions; Safety Commission rumors; Zika vaccine conspiracy; Race-based sterilization in Africa; Vaccine industry corruption; Gates/Clinton conspiracies; Doctor reveals “truth”—found dead; Shaken baby syndrome cover-up ,[1. 0. 0. 0. 0. 0. 0.]
"Stories of fraud, cover-up, or collusion between government, doctors, and pharmaceutical",[1. 0. 0. 0. 0. 0. 0.]
Companies,[1. 0. 0. 0. 0. 0. 0.]
Includes religious beliefs or morally loaded topics.,[0. 1. 0. 0. 0. 0. 0.]
"Vaccines cause harm, injury, or death: Babies dying after vaccination; Vaccines cause severe harm; Parents of vaccine-injured children; Vaccines cause autism; Influenza vaccine efficacy and side effects; Enzyme in vaccines causes cancer",[0. 0. 1. 0. 0. 0. 0.]
Vaccines are toxic or contain poison: Environmental toxins; Vaccines contain disgusting things,[0. 0. 1. 0. 0. 0. 0.]
Vaccines fail to provide immunity.,[1. 0. 0. 0. 0. 0. 0.]
"Permanent sterility for women and girls, although male sterility",[0. 0. 1. 0. 0. 0. 0.]
Temporary sterility,[0. 0. 1. 0. 0. 0. 0.]
Failed pregnancies,[0. 0. 1. 0. 0. 0. 0.]
Testimony of a mother and her vaccine-injured child,[0. 0. 1. 0. 0. 0. 1.]
Presentations by a physician on the symptoms of autism,[0. 0. 1. 0. 0. 0. 0.]
Treating vaccine-injured children by a homeopath.,[0. 0. 0. 0. 1. 0. 0.]
Tacit and targeted references to the Shoah (…) explicit rhetorical link to Nazi experiments conducted on Jewish adults and children in Auschwitz-Birkenau.,[1. 0. 1. 0. 0. 0. 0.]
Accusation of deliberate failure on the part of public health services to provide full informed consent and freedom of choice when vaccines (…) lack thorough safety assessment and governance. ,[1. 0. 0. 1. 0. 0. 0.]
Vaccines are discursively presented by Christian activists as a biomedical claim of Divine failure; the decision to accept vaccinations implicitly means to doubt Divine intentions—which is otherwise highly transgressive for Haredi or ‘God-fearing’ Jews. ,[0. 1. 0. 0. 0. 0. 0.]
"Vaccines were framed as adulterating bodies, which, according to Abrahamic cosmologies, remain the property of God",[0. 1. 0. 0. 0. 0. 0.]
Vaccines cultured on human-cell lines (…) to criticize informed consent around vaccination,[0. 1. 0. 0. 0. 0. 0.]
They articulated that their ‘right’ to contract a disease and life-long immunity had been taken away by an over-interventionist state,[0. 0. 1. 1. 0. 0. 0.]
"Poisons: Vaccines contain poisons/toxins/contaminants (substances poisonous to humans, including anti-freeze, ether, formaldehyde, mercury, and nanobacteria.)",[0. 0. 1. 0. 0. 0. 0.]
"Idiopathic illnesses: Vaccines cause illnesses of unknown origin (e.g. autism, SIDS; AIDS, asthma, cancers, diabetes, fibromyalgia, leukemia, lupus, Sudden Infant Death Syndrome)",[0. 0. 1. 0. 0. 0. 0.]
"Immunity: Vaccines erode immunity, create only temporary/ineffective immunity (vaccination weakens the immune system or that immunity is ineffective because vaccinated individuals still contract diseases).",[0. 0. 0. 0. 1. 0. 0.]
Simultaneous vaccinations: Multiple vaccines at once increase adverse events,[0. 0. 1. 0. 1. 0. 0.]
“Hot lots”: Supposedly contaminated vaccine lots have more adverse events,[0. 0. 1. 0. 0. 0. 0.]
Underreporting: Vaccine reactions are underreported,[1. 0. 0. 0. 0. 0. 0.]
"Disease decreases: Disease incidences declined without vaccines (i.e. from improved hygiene, nutrition, and poverty levels.)",[0. 0. 0. 0. 1. 0. 0.]
Trivial diseases: Vaccine-preventable diseases are uncommon/not contagious/relatively mild,[0. 0. 1. 0. 0. 0. 0.]
"Alternative treatments: Promoting treatments superior to vaccination (e.g. homeopathy, herbalism, chiropractics, naturopathy, and acupuncture)",[0. 0. 0. 0. 1. 0. 0.]
Critiquing biomedicine: Established medical knowledge is wrong (e.g. germ theory is untrue; diseases resulted from imbalanced bodily conditions and lifestyle choices rather than from microorganisms),[1. 0. 0. 0. 1. 0. 0.]
Implied debate: Suggesting debates over if vaccination is effective/necessary,[1. 0. 0. 0. 1. 0. 0.]
"“Back to nature”: Promoting “natural” approaches (e.g. children should get diseases naturally, breastfeeding, eating whole foods)",[0. 0. 0. 0. 1. 0. 0.]
"Products for sale: Promoting alternative products (e.g. vitamins, essential oils)",[0. 0. 0. 0. 1. 0. 0.]
Parental rights: Civil liberties violated by taking away parental choice,[0. 0. 0. 1. 0. 0. 0.]
Monitoring: Vaccine programs harass parents who do not vaccinate,[0. 0. 0. 1. 0. 0. 0.]
Profit: Vaccination policies motivated by profit,[1. 0. 0. 0. 0. 0. 0.]
Collusion: Vaccine promoters benefit from illnesses caused by vaccines,[1. 0. 0. 0. 0. 0. 0.]
Protection: Government protects doctors/manufacturers from liability,[1. 0. 0. 0. 0. 0. 0.]
Cover-ups: Vaccine information withheld from the public,[1. 0. 0. 0. 0. 0. 0.]
Rebel doctors: “Enlightened” doctors break away from the medical establishment,[1. 0. 0. 0. 0. 0. 0.]
"Foolish doctors: Doctors are ignorant, fearful of sanctions",[1. 0. 0. 0. 0. 0. 0.]
Fear-mongering: Dangers of diseases exaggerated to frighten parents,[0. 0. 1. 0. 0. 0. 0.]
Unusual theories: Unique theories about purposes of vaccination (e.g. sterilization; vaccines contain birth control to sterilize populations or genetic information to create new pandemics),[1. 0. 0. 0. 0. 0. 0.]
Privileged knowledge: Presenting information the medical world is unaware of/rejects,[0. 0. 0. 0. 0. 0. 1.]
"Anti-science: Biomedicine is wrong; other ways of “knowing” (i.e. intuition, instinct)",[1. 0. 0. 0. 0. 0. 1.]
Informed choices: Encouragement to make educated decisions for oneself/one’s children,[0. 0. 0. 1. 0. 0. 1.]
Religious tenets: Vaccination is against God’s will (being created in God’s image means receiving God’s perfect immune system),[0. 1. 0. 0. 0. 0. 0.]
Immoral acts: Vaccination involves immoral acts (e.g. child experimentation and animals being tortured in the process of vaccine manufacturing),[0. 1. 0. 0. 0. 0. 0.]
Anti-utilitarianism: Universal vaccination sacrifices a few to benefit many,[0. 1. 0. 0. 0. 1. 0.]
"“Vaccines are toxic!”: Listing potentially toxic vaccine ingredients while providing disingenuous explanations of their dangers (a.k.a. the “toxin gambit”; ether, anti-freeze, formaldehyde, aborted fetal tissues, animal viruses, and foreign DNA).",[0. 0. 1. 0. 0. 0. 0.]
"“Vaccines should be 100% safe”: Because absolute safety cannot be promised, vaccination is therefore flawed and dangerous.",[0. 0. 1. 0. 0. 0. 0.]
"“You can’t prove vaccines are safe”: Demanding vaccine advocates demonstrate vaccines do not lead to harm, rather than anti-vaccine activists having to prove they do.",[0. 0. 0. 0. 1. 0. 0.]
"“Vaccines didn’t save us”: Attributing improvements in health over recent decades to factors other than vaccines (e.g. better sanitation, cleaner water, and less crowding).",[0. 0. 0. 0. 1. 0. 0.]
“Vaccines are unnatural”: Designating something “natural” to be the better option (e.g. naturally acquiring immunity from diseases rather than from vaccination; ).,[0. 0. 0. 0. 1. 0. 0.]
“Choosing between diseases and vaccine injuries”: Framing vaccination choices as restricted between undesirable outcomes (e.g. catching a disease versus serious vaccine side-effects).,[0. 0. 1. 0. 0. 0. 0.]
“You’re in the pocket of Big Pharma”: Claiming those supporting vaccines do so because they are hired by pharmaceutical companies (a.k.a. the “pharma shill gambit”).,[1. 0. 0. 0. 0. 0. 0.]
“I don’t believe in coincidences”: Rejecting that health problems can occur coincidentally after vaccination.,[0. 0. 0. 0. 1. 0. 0.]
"“I’m an expert on my own child”: Redefining expertise, where parents are the experts on their own children while medical authorities are discounted (demonstrating the postmodern characteristic of redefining expertise).",[0. 0. 0. 0. 0. 0. 1.]
"Smallpox was not a serious illness in any case, and that it easily treated; some anti-vaccinationists carried this argument to the extreme, stating that smallpox was really not contagious",[0. 0. 1. 0. 1. 0. 0.]
"Demanded that vaccination be abandoned improved sanitation, the cleaning of streets, fumigation of houses, draining of pools and swamps, and so forth.",[0. 0. 0. 0. 1. 0. 0.]
"The statistics by the advocates of vaccination were not reliable, since they were piled by those with a financial interest in the continuation of the operation",[1. 0. 0. 0. 0. 0. 0.]
Vaccination was ineffective in preventing smallpox,[1. 0. 0. 0. 1. 0. 0.]
Vaccination either spread smallpox on an epidemic scale.,[0. 0. 0. 0. 1. 0. 0.]
"Syphilis, leprosy, polio, cancer, and a host of other diseases were inoculated into the bloodstream of innocent children.",[0. 0. 1. 0. 0. 0. 0.]
"Water cure, hydropathic, homeopathy, vegetable cures, naturopathy, chiropractors, dietitians, and nature-cure faddists",[0. 0. 0. 0. 1. 0. 0.]
Attack on the allopath and his monopoly of medical licensure.,[1. 0. 0. 0. 0. 0. 0.]
"It was opposed to the laws of nature. It was argued that if God wanted man vaccinated, he would have vaccinated him (smallpox as “the will of God”); The world's most highly respected authority, the Bible, to prove the inadequacy of vaccination.",[0. 1. 0. 0. 0. 0. 0.]
"Questioning the safety of HPV immunization, ",[0. 0. 1. 0. 0. 0. 0.]
The HPV immunization was ineffective. ,[1. 0. 0. 0. 0. 0. 0.]
Downplayed the seriousness of HPV infection.,[0. 0. 1. 0. 0. 0. 0.]
HPV infection [does not cause] serious disease,[0. 0. 1. 0. 0. 0. 0.]
Most people clear the virus without experiencing any complications at all.,[0. 0. 1. 0. 0. 0. 0.]
Outright deception in the promotion of HPV immunization,[1. 0. 0. 0. 0. 0. 0.]
Financial interests of pharmaceutical companies were driving immunization policy. ,[1. 0. 0. 0. 0. 0. 0.]
Argued against HPV immunization for religious reasons,[0. 1. 0. 0. 0. 0. 0.]
Raised the concern that immunizing against HPV would create a permissive environment for girls to engage in high risk sexual activity.,[0. 1. 0. 0. 0. 0. 0.]
Abstinence and monogamy,[0. 1. 0. 0. 1. 0. 0.]
Conspiracy theory of polio vaccination as a Jewish plot.,[1. 0. 0. 0. 0. 0. 0.]
Fear of infertility,[0. 0. 1. 0. 0. 0. 0.]
Trust deficit at the community level.,[1. 0. 0. 0. 0. 0. 0.]
Trust deficit arises from questioning the credibility of vaccinators.,[1. 0. 0. 0. 0. 0. 0.]
The Pashtun ethnic group considers itself at the centre of national and international conspiracies.,[1. 0. 0. 0. 0. 0. 0.]
Ethnic ideology shapes the community’s behaviour,[1. 0. 0. 0. 0. 1. 0.]
Administrative action is further stoking hatred.,[0. 0. 0. 0. 0. 0. 0.]
Those with a more profound attachment to religious circles have a deep hatred for foreign forces.,[0. 1. 0. 0. 0. 0. 0.]
Clergy’s influence,[0. 1. 0. 0. 0. 0. 0.]
Religious beliefs are manoeuvred to make people refuse vaccination.,[0. 1. 0. 0. 0. 0. 0.]
The vaccination drive did not conform with the conservative Pashtun culture. In the words of one respondent,[0. 0. 0. 0. 0. 1. 0.]
"Keeping in view the patriarchal structure of the society, there is a natural liking for male children, and hence this cultural preference plays into vaccine refusals.",[0. 0. 0. 0. 0. 1. 0.]
Labelled use of force as detrimental.,[0. 0. 0. 1. 0. 0. 0.]
Punitive actions are further stoking hatred against polio vaccination.,[0. 0. 0. 1. 0. 0. 0.]
The community has unmet information needs.,[1. 0. 0. 0. 0. 0. 0.]
The information flow needs improvement in content and quantity.,[1. 0. 0. 0. 0. 0. 0.]
To uphold the credibility of the vaccination programme.,[1. 0. 0. 0. 0. 0. 0.]
A current wave of disinformation on social media by militants is discrediting the Global institutions like the WHO.,[1. 0. 0. 0. 0. 0. 0.]
Community’s preference for better service packaging and addressing their overall unmet medical needs.,[1. 0. 1. 0. 0. 0. 0.]
Vaccination does not seem a relevant problem to people when they have unmet basic medical and nutritional needs.,[1. 0. 1. 0. 0. 0. 0.]
Questioning of dosing recommendations,[1. 0. 0. 0. 0. 0. 0.]
Religious prohibitions (“infidel vaccine”),[0. 1. 0. 0. 0. 0. 0.]
Rumors related to the presence of active virus in the vaccines,[0. 0. 0. 0. 1. 0. 0.]
"The virus was a grand illusion to target Islamic nations, designed to allow Jews to rule the world, and to include nano-chips imbedded in the bodies of people to gain control through 5G towers.",[1. 0. 0. 0. 0. 0. 0.]
"Accusing the United States of inventing the virus in the United Kingdom, with subsequent transfer to China for global spread.",[1. 0. 0. 0. 0. 0. 0.]
"When the polio vaccine campaign was hindered by a conspiracy theory claiming that these vaccines were monkey- or pig-derived products, which are forbidden in Islam.",[1. 1. 0. 0. 0. 0. 0.]
"Ingredients in the MMR vaccines, typically thimerosal or aluminum, caused autism.",[0. 0. 1. 0. 0. 0. 0.]
Depopulation/genocide,[1. 0. 0. 0. 0. 0. 0.]
Preparing the population to be organ donors,[1. 0. 0. 0. 0. 0. 0.]
Claiming that national administration is controlled by a global government,[1. 0. 0. 0. 0. 0. 0.]
"Vaccination programs were motivated solely by profit, even whilst being ineffective or harmful. Politicians, pharmaceutical companies, and healthcare professionals were said to be the beneficiaries of such businesses.",[1. 0. 0. 0. 0. 0. 0.]
"To maximize profits, some individuals responsible for distributing vaccinations have caused patients to develop additional diseases which would require extra treatment in the future.",[1. 0. 1. 0. 0. 0. 0.]
There have been doctors and other health professionals who have endorsed the various negative claims about vaccinations and the consequences of their application.,[1. 0. 0. 0. 0. 0. 0.]
"Doctors could not see the truth because of their ignorance, lack of attention, fear, or lack of knowledge from sources other than official",[1. 0. 0. 0. 0. 0. 0.]
Parents who were intimidated by specialists and ‘‘bullied’’ into vaccinating their children,[1. 0. 0. 1. 0. 0. 0.]
The governments and pharmaceutical companies are aware of the many adverse effects of vaccinations but hide them from the public.,[1. 0. 0. 0. 0. 0. 0.]
"In contrast, there was also a belief expressed that the medical world is unaware of that information ",[1. 0. 0. 0. 0. 0. 0.]
"Biomedicine is (generally) “wrong,” with the source of this belief being given as different “ways of knowing” such as intuition or instinct",[1. 0. 0. 0. 0. 0. 1.]
"Encouraged the undecided and pro-vaccine users to make “educated” decisions for their children, encouraging the use of sources of information presenting misinformation or conspiracy theories.",[0. 0. 0. 0. 0. 0. 1.]
Pharmaceutical companies clearly stated in the SPC that vaccinations caused autism or SIDS.,[0. 0. 1. 0. 0. 0. 0.]
Vaccinated people spreading diseases that they have gained immunity to,[0. 0. 0. 0. 1. 0. 0.]
The lack of an effective influenza vaccine,[1. 0. 0. 0. 0. 0. 0.]
"Stating that any viral vaccine destroys the intestines, etc.",[0. 0. 1. 0. 0. 0. 0.]
"Alleged contamination of vaccinations (aluminum, mercury, naglaze, neurotoxins, glyphosate, and thiomersal).",[0. 0. 1. 0. 0. 0. 0.]
"The meaningfulness of the vaccination program (questioning whether vaccines actually conferred immunity; decreases in infectious disease occurring before mass immunizations; credit for those was given to improvements in sanitation, nutrition, and decreasing poverty; some diseases should not be a target for immunization because of their mild course or low risk of complications, such as measles, chickenpox, mumps, rubella, and whooping cough).",[1. 0. 1. 0. 1. 0. 0.]
"Adverse vaccination reactions. Vaccine reactions are underreported: parents are not aware of vaccine reactions and do not report them; reports sent by parents are not included in the statistics; doctors do not need to report unwanted reactions for various reasons (Autism or autism spectrum disorders, epilepsy, cancer, autoimmune and genetic diseases, allergies, infertility, diabetes, and Sudden Infant Death Syndrome; [other] comments focused on increased adverse events with multiple vaccines administered at once).",[1. 0. 1. 0. 1. 0. 0.]
The parents should always have the final say on medical procedures their children are subjected to.,[0. 0. 0. 1. 0. 0. 0.]
"Mentions of human rights violations, the constitution, or the government being described as “totalitarian”.",[0. 0. 0. 1. 0. 0. 0.]
"Reports of problems that had occurred as a result of vaccinations in the commenter’s personal environment (autism, epilepsy, convulsions, increased or decreased muscle tone, respiratory symptoms, skin and digestive symptoms.).",[0. 0. 1. 0. 0. 0. 1.]
"Subjectively perceived behavioral changes (mental retardation, increased, and decreased tearfulness or apathy).",[0. 0. 1. 0. 0. 0. 1.]
Religious approach.,[0. 1. 0. 0. 0. 0. 0.]
Anti-utilitarianism.,[0. 1. 0. 0. 0. 1. 0.]
"Immoral acts (using cells of aborted fetuses in their production, experimenting on children, or specific events related to crime in a medical context).",[0. 1. 0. 0. 0. 0. 0.]
"Alternative treatments such as “detoxification from heavy metals and vaccines”, homeopathy, herbalism, the use of high doses of vitamins, and energy healing.",[0. 0. 0. 0. 1. 0. 0.]
Alternative products such as a set of diets for the treatment of autism or testing for the amount of heavy metals in the body.,[0. 0. 0. 0. 1. 0. 0.]
"A “back to nature” approach (long breastfeeding, avoiding the use of medications, and promoting the acquisition of immunity by children through illness).",[0. 0. 0. 0. 1. 0. 0.]
Criticisms of biomedicine (alternative methods for strengthening immunity).,[1. 0. 0. 0. 1. 0. 0.]
"Presence of additional genetic material, e.g. ‘Alzheimer’s genes’.",[0. 0. 1. 0. 0. 0. 0.]
"Uncontrolled additional contaminants (organic, e.g. bacteria, viruses, cellular components of the medium, and proteins, as well as inorganic components)",[0. 0. 1. 0. 0. 0. 0.]
Presence of mutated cells derived from the medium.,[0. 0. 1. 0. 0. 0. 0.]
"Cells from aborted foetuses, foreskin cells, pig tissue.",[0. 1. 0. 0. 0. 0. 0.]
Mercury (thiomersal present in vaccines may cause autism).,[0. 0. 1. 0. 0. 0. 0.]
"Aluminum (causes long-term health complications, such as Alzheimer’s disease, microcephaly in foetuses and autism)",[0. 0. 1. 0. 0. 0. 0.]
Formaldehyde,[0. 0. 1. 0. 0. 0. 0.]
"Polysorbate 80 (causes ‘disorders of genital development’ [45], and they also refer to publications that this substance affects E. coli bacteria found in the intestine, which may be related to the pathogenesis of Lesniowski-Crohn disease)",[0. 0. 1. 0. 0. 0. 0.]
"Monosodium glutamate (excess glutamate may be the causative agent of degenerative diseases, such as amyotrophic lateral sclerosis, Parkinson’s disease and Alzheimer’s disease).",[0. 0. 1. 0. 0. 0. 0.]
Gelatine,[0. 0. 1. 0. 0. 0. 0.]
"Loss of fertility, Alzheimer’s disease, stimulation of carcinogenesis, shortening human life, ‘reducing intelligence’.",[0. 0. 1. 0. 0. 0. 0.]
"Diseases through natural evolution and increasing population resistance, ‘disappear’ by themselves.",[0. 0. 1. 0. 1. 0. 0.]
Improving both living conditions and hygiene have a greater impact on improvement of the epidemiological situation than vaccinations.,[0. 0. 0. 0. 1. 0. 0.]
Vaccinations increase the incidence of infectious diseases.,[0. 0. 0. 0. 1. 0. 0.]
Pertussis vaccine increases the risk of asthma by six times,[0. 0. 1. 0. 1. 0. 0.]
"There is no need for vaccination against tetanus, regardless of the patient’s age and place of residence",[0. 0. 1. 0. 0. 0. 0.]
"Thousands of cases of sudden loss of consciousness within 24 hours, muscle aches and weakness, Guillain-Barré disease, chronic fatigue, ‘facial paralysis’, encephalitis, rheumatoid arthritis, lupus, blood clots, optic neuritis, multiple sclerosis, strokes, ‘heart attacks and other serious health problems, including deaths’, were observed after application of the HPV vaccine",[0. 0. 1. 0. 0. 0. 0.]
"In the USA, there is a government database containing many thousands of case reports of children who have been injured or died as a result of vaccination complications",[0. 0. 1. 0. 0. 0. 0.]
"There are many contraindications to vaccination, but doctors do not talk about it",[1. 0. 0. 0. 0. 0. 0.]
"Mortality and morbidity would decrease spontaneously, even if vaccines were not applied",[0. 0. 0. 0. 1. 0. 0.]
Vaccines are used to depopulate humanity,[1. 0. 0. 0. 0. 0. 0.]
Most cancers are ‘caused by vaccines’,[0. 0. 1. 0. 0. 0. 0.]
"All vaccines are contaminated with something that causes autism, but also a ‘cancer epidemic’",[0. 0. 1. 0. 0. 0. 0.]
Nagalase protein enzyme is intentionally added to the composition of vaccines. Nagalase (alpha-N-acetylgalactosaminidase) hinders the binding of vitamin D and Gc protein and causes vitamin D deficiency in human body,[0. 0. 1. 0. 0. 0. 0.]
"Companies producing oncological drugs benefit from adding nagalase to vaccines, because nagalase causes ‘tumour growth’, which increases the demand for oncological drugs [57]",[1. 0. 1. 0. 0. 0. 0.]
"‘According to scientific studies’, ‘HPV vaccines also cause ovarian failure and, consequently, infertility’",[0. 0. 1. 0. 0. 0. 0.]
Vaccination ‘reduces intelligence’ and causes autism,[0. 0. 1. 0. 0. 0. 0.]
"Most drugs and vaccines are manufactured in China, India, Vietnam and Korea, where vaccines are contaminated due to technology imperfections",[1. 0. 1. 0. 0. 0. 0.]
Merck vaccines are contaminated with the virus that caused the AIDS epidemic in the USA,[0. 0. 1. 0. 1. 0. 0.]
"The US government has revealed that the hepatitis B vaccine causes lupus, and that the vaccine given to every child in the United States after birth can trigger the developmentof multiple sclerosis",[0. 0. 1. 0. 0. 0. 0.]
"According to CIA statistics, life expectancy decreases as the vaccination rate increases",[1. 0. 0. 0. 1. 0. 0.]
New vaccines are contaminated with genetically modified DNA,[0. 0. 1. 0. 0. 0. 0.]
"61% of all human cancers (as found at autopsy) contain the SV40 monkey virus, which can be referred to the polio vaccine of the 1950s and 1960s. Although it is a fact that this virus is associated with the etiopathogenesis of human cancers, the numbers quoted are significantly overstated – erroneous positive results in studies using alleged inaccurate virus identification methods)",[0. 0. 1. 0. 1. 0. 0.]
Treatment of diseases and their complications is a much larger source of income for pharmaceutical companies than vaccine production alone,[1. 0. 0. 0. 0. 0. 0.]
"In 2009, the Finnish Minister for Health said ‘A/H1N1v vaccines were designed to reduce the population’",[1. 0. 0. 0. 0. 0. 0.]
"Vaccines are to turn the free man into a slave. ‘Vaccinated are children from poor, uneducated, lumpen proletariat and coloured families. Children from rich, educated and white families are not vaccinated.’",[0. 0. 0. 1. 0. 1. 0.]
"Vaccination campaigns in poor countries are sham actions organized by hostile foreign States that collect intelligence, or weaken people living in a given area (rumors of this type have been spread in Africa and Pakistan).",[1. 0. 0. 0. 0. 0. 0.]
